name,region,population,lat,lon
maoming,china,1300000,21.6660,110.9187
maputo,mozambique,1000000,-25.9658,32.5669
maracaibo,venezuela,5000000,10.6499,-71.6444
mariehamn,aland,10000,60.10238,19.94122
marrakesh,morocco,1000000,31.6278,-7.9898
marseille,france,2000000,43.29626,5.36991
mary,turkmenistan,100000,37.59390,61.84015
masaka,uganda,100000,-0.34291,31.73723
maseru,lesotho,300000,-29.3101,27.4775
mashhad,iran,3000000,36.2977,59.6056
matsuyama,japan,700000,33.8399,132.7643
maturin,venezuela,400000,9.7424,-63.1889
mawlamyine,myanmar,300000,16.4912,97.6290
mayaguez,puerto rico,200000,18.2016,-67.1388
mazatenango,guatemala,300000,14.5332,-91.5055
mbabane,eswatini,100000,-26.3257,31.1469
mbale,uganda,100000,1.07102,34.17503
mbarara,uganda,200000,-0.61089,30.65357
mbeya,tanzania,650000,-8.9063,33.4688
mecca,saudi arabia,3000000,21.42087,39.82681
medan,indonesia,5000000,3.5897,98.6744
medellin,colombia,3000000,6.24457,-75.57409
medina,saudi arabia,1400000,24.47129,39.61138
meerut,india,1300000,28.9964,77.7070
mekelle,ethiopia,400000,13.49676,39.47645
melbourne,australia,4000000,-37.8128,144.9619
mendoza,argentina,700000,-32.88946,-68.84428
merca,somalia,700000,1.71494,44.77032
merida,mexico,1300000,20.9680,-89.6251
mersin,turkey,2000000,36.7986,34.6303
mexicali,mexico,1000000,32.6408,-115.4759
miami,united states,6000000,25.77431,-80.19333
mihtarlam,afghanistan,150000,34.66481,70.20598
milan,italy,4000000,45.4643,9.1897
minsk,belarus,2000000,53.9017,27.5606
miquelon,saint pierre and miquelon,600,47.10194,-56.37978
miskolc,hungary,150000,48.1027,20.7909
misrata,libya,500000,32.3733,15.0911
mitrovica,kosovo,45000,42.8792,20.8678
mocha,yemen,16000,13.31793,43.25026
mogadishu,somalia,3000000,2.0356,45.3419
mogilev,belarus,300000,53.9089,30.3442
molepolole,botswana,60000,-24.40565,25.51506
mombasa,kenya,1200000,-4.0504,39.6679
monaco,monaco,40000,43.73143,7.41985
monrovia,liberia,2000000,6.3281,-10.7972
montevideo,uruguay,2000000,-34.9055,-56.1909
morelia,mexico,1000000,19.7026,-101.1920
moroni,comoros,40000,-11.6924,43.2552
moscow,russia,19000000,55.7508,37.6175
moshi,tanzania,200000,-3.3488,37.3446
mostar,bosnia and herzegovina,100000,43.34356,17.80755
mosul,iraq,1400000,36.34175,43.12941
moundou,chad,100000,8.5656,16.0751
muar,malaysia,300000,2.04242,102.56578
mukalla,yemen,600000,14.5432,49.1233
multan,pakistan,2000000,30.1988,71.4736
mumbai,india,24000000,19.0795,72.8788
munich,germany,6000000,48.1378,11.5755
murcia,spain,700000,37.9937,-1.1288
muscat,oman,1700000,23.5884,58.3838
mutare,zimbabwe,250000,-18.9743,32.6706
mwanza,tanzania,1300000,-2.5193,32.9023
mykolaiv,ukraine,500000,46.9749,31.9936
mysore,india,1300000,12.3056,76.6557
mzuzu,malawi,200000,-11.4607,34.0236
nabatieh,lebanon,100000,33.38139,35.48275
nablus,palestine,200000,32.22061,35.25693
nadi,fiji,50000,-17.77962,177.42954
nagoya,japan,9000000,35.1852,136.8999
nagpur,india,3000000,21.1497,79.0816
nairobi,kenya,4000000,-1.2837,36.8172
nakuru,kenya,600000,-0.28006,36.07086
namangan,uzbekistan,1000000,41.0000,71.6734
nampula,mozambique,400000,-15.1190,39.2620
nanchang,china,3500000,28.6886,115.8532
nanjing,china,8000000,32.046,118.773
nanning,china,4500000,22.818,108.358
nantes,france,1000000,47.21858,-1.55354
nanyang,china,1500000,33.0016,112.5295
naples,italy,3500000,40.83625,14.24867
narva,estonia,60000,59.3763,28.1926
nashik,india,1500000,20.0113,73.7917
nassau,bahamas,200000,25.07808,-77.33834
navan,ireland,30000,53.65199,-6.68338
naypyidaw,myanmar,400000,19.7526,96.1338
ndola,zambia,600000,-12.9696,28.6369
netanya,israel,200000,32.32884,34.85704
neuquen,argentina,300000,-38.9527,-68.0617
neves,sao tome and principe,10000,0.35875,6.55253
newport,wales,130000,51.5878,-2.9976
newry,northern ireland,30000,54.17746,-6.33774
newtown,wales,10000,52.51366,-3.31409
niamey,niger,1500000,13.5250,2.1097
nice,france,1000000,43.70108,7.26849
nicosia,cyprus,300000,35.17483,33.36376
niigata,japan,1400000,37.9179,139.0354
niksic,montenegro,70000,42.77392,18.94867
ningbo,china,4000000,29.861,121.616
nizwa,oman,120000,22.9315,57.5306
nkayi,republic of the congo,100000,-4.1824,13.2866
nouakchott,mauritania,1200000,18.07969,-15.97876
noumea,new caledonia,200000,-22.27428,166.44227
novosibirsk,russia,1600000,55.0287,82.9231
nukualofa,tonga,75000,-21.13470,-175.20155
nuremberg,germany,3000000,49.45401,11.07731
nuuk,greenland,20000,64.17660,-51.73582
nyala,sudan,1100000,12.0499,24.8799
nyiregyhaza,hungary,110000,47.9558,21.7172
nzerekore,guinea,200000,7.75887,-8.81584
oaxaca,mexico,700000,17.0599,-96.7264
odense,denmark,200000,55.3992,10.3862
odesa,ukraine,1400000,46.4840,30.7322
okayama,japan,1600000,34.6575,133.9192
olomouc,czech republic,100000,49.5944,17.2503
omagh,northern ireland,20000,54.59907,-7.30230
omsk,russia,1100000,54.9917,73.3712
onitsha,nigeria,8000000,6.1462,6.8026
oranjestad,aruba,30000,12.52017,-70.03707
orebro,sweden,130000,59.2745,15.2154
oruro,bolivia,200000,-17.96983,-67.11462
osaka,japan,15000000,34.6949,135.5006
osijek,croatia,100000,45.55475,18.69478
oskemen,kazakhstan,400000,49.94907,82.62783
oslo,norway,1000000,59.91341,10.73922
osorno,chile,150000,-40.5751,-73.1339
ostrava,czech republic,300000,49.8350,18.2809
otjiwarongo,namibia,50000,-20.46300,16.64918
ottawa,canada,1000000,45.42201,-75.69065
ouagadougou,burkina faso,2500000,12.3693,-1.5274
ouargla,algeria,130000,31.9443,5.3229
oujda,morocco,500000,34.67861,-1.92862
oulu,finland,200000,65.0122,25.4715
oviedo,spain,800000,43.36185,-5.84816
oyem,gabon,60000,1.59963,11.57547
pakse,laos,100000,15.1200,105.8045
palembang,indonesia,2500000,-2.9895,104.7567
palikir,micronesia,6000,6.92085,158.16270
pamplona,spain,300000,42.81829,-1.64366
panevezys,lithuania,90000,55.73431,24.35789
papeete,french polynesia,120000,-17.53746,-149.56590
paphos,cyprus,60000,34.77430,32.42332
paramaribo,suriname,240000,5.8242,-55.1699
paris,france,10000000,48.85358,2.34833
patna,india,2500000,25.6096,85.1228
patras,greece,250000,38.2455,21.7358
pattaya,thailand,1000000,12.93639,100.88642
paysandu,uruguay,75000,-32.32163,-58.08935
pecs,hungary,140000,46.0767,18.2284
peel,isle of man,5000,54.22291,-4.69567
peja,kosovo,50000,42.6585,20.2876
perm,russia,1000000,58.0148,56.2466
perth,australia,2000000,-31.9542,115.8604
peshawar,pakistan,2000000,34.0127,71.5787
philipsburg,sint maarten,2000,18.02489,-63.04831
phitsanulok,thailand,300000,16.8146,100.2640
phoenix,united states,3000000,33.4481,-112.0743
phuket,thailand,250000,7.88472,98.38926
pilar,paraguay,30000,-26.85834,-58.30350
pilsen,czech republic,200000,49.7477,13.3769
pingdingshan,china,1000000,33.7376,113.2969
piura,peru,500000,-5.1980,-80.6259
pleiku,vietnam,300000,13.9712,108.0148
plovdiv,bulgaria,300000,42.1423,24.7515
podgorica,montenegro,180000,42.44151,19.26178
pokhara,nepal,600000,28.20965,83.99134
poltava,ukraine,300000,49.5901,34.5503
ponce,puerto rico,200000,18.0122,-66.6135
popondetta,papua new guinea,60000,-8.7662,148.2372
porlamar,venezuela,150000,10.96365,-63.84636
porto,portugal,1700000,41.14964,-8.61088
posadas,argentina,350000,-27.36651,-55.89449
poznan,poland,900000,52.4077,16.9327
prague,czech republic,1000000,50.08749,14.42076
praia,cape verde,150000,14.9163,-23.5095
prayagraj,india,1100000,25.4380,81.8330
pretoria,south africa,3000000,-25.7458,28.1868
pristina,kosovo,160000,42.66382,21.16465
prizren,kosovo,100000,42.2135,20.7353
pucallpa,peru,200000,-8.3819,-74.5381
puebla,mexico,3000000,19.0438,-98.1985
pula,croatia,60000,44.87026,13.84569
pune,india,4000000,18.5211,73.8539
puno,peru,400000,-15.8403,-70.0286
putian,china,1500000,25.45593,119.00296
pyongyang,north korea,3000000,39.0172,125.7468
qamishli,syria,200000,37.0505,41.2303
qingdao,china,7000000,36.06443,120.31918
qinhuangdao,china,1500000,39.94008,119.58961
qiqihar,china,1000000,47.3391,123.9484
quanzhou,china,1500000,24.8762,118.6716
queretaro,mexico,1600000,20.5965,-100.3958
quetta,pakistan,1000000,30.1951,67.0176
quito,ecuador,1000000,-0.2209,-78.5128
rabat,morocco,600000,34.0235,-6.8342
rafah,palestine,160000,31.27510,34.25571
raipur,india,1000000,21.2372,81.6346
rajkot,india,1300000,22.3028,70.8021
ramallah,palestine,100000,31.90303,35.19513
ramsey,isle of man,8000,54.32170,-4.38234
raqqa,syria,500000,35.9494,39.0083
rayong,thailand,70000,12.6825,101.2761
recife,brazil,3000000,-8.0580,-34.8850
rennes,france,700000,48.11150,-1.68022
reykjavik,iceland,200000,64.14570,-21.94176
reynosa,mexico,700000,26.09078,-98.27888
riga,latvia,800000,56.9493,24.1061
rijeka,croatia,140000,45.32699,14.44221
rivera,uruguay,65000,-30.89990,-55.54070
riyadh,saudi arabia,7000000,24.63883,46.71576
rizhao,china,1100000,35.4198,119.5189
rome,italy,4000000,41.89341,12.48296
rosario,argentina,1000000,-32.9590,-60.6614
roseau,dominica,15000,15.29938,-61.38722
rotterdam,netherlands,1300000,51.9245,4.4773
ruhengeri,rwanda,150000,-1.50099,29.63223
rustavi,georgia,100000,41.54321,45.01030
rybnik,poland,500000,50.09550,18.54183
saida,algeria,150000,34.8297,0.1497
saipan,northern mariana islands,40000,15.21287,145.75274
salalah,oman,300000,17.0176,54.1001
salta,argentina,500000,-24.7897,-65.4102
salvador,brazil,2000000,-12.9820,-38.4824
salzburg,austria,100000,47.79811,13.04609
samarkand,uzbekistan,1000000,39.65507,66.97592
samsun,turkey,1400000,41.2946,36.3297
sanaa,yemen,3500000,15.3532,44.2049
sanliurfa,turkey,2000000,37.1584,38.7907
santiago,chile,7000000,-33.43785,-70.65067
sapporo,japan,2600000,43.0621,141.3535
sarajevo,bosnia and herzegovina,600000,43.85180,18.38665
sarh,chad,90000,9.1402,18.3925
savannakhet,laos,120000,16.5645,104.7546
scarborough,trinidad and tobago,20000,11.18510,-60.73534
seattle,united states,2000000,47.6041,-122.3321
segou,mali,130000,13.4416,-6.2681
sejong,south korea,400000,36.48059,127.28897
selfoss,iceland,10000,63.9368,-21.0038
semarang,indonesia,5000000,-6.9913,110.4226
sendai,japan,2200000,38.2681,140.8694
seoul,south korea,25000000,37.5677,126.9807
seremban,malaysia,800000,2.72285,101.94025
setif,algeria,800000,36.18978,5.40407
sevastopol,crimea,550000,44.6055,33.5220
seville,spain,1500000,37.3883,-5.9958
sfax,tunisia,1000000,34.7392,10.7587
shanghai,china,24000000,31.2334,121.4662
shaoxing,china,2500000,29.9984,120.5763
sharjah,united arab emirates,2000000,25.3471,55.4178
sheberghan,afghanistan,200000,36.6610,65.7600
shenzhen,china,12000000,22.5444,114.0539
shijiazhuang,china,5000000,38.0435,114.5084
shiraz,iran,1800000,29.6060,52.5387
shizuoka,japan,2800000,34.9802,138.3824
skhoder,albania,150000,42.06784,19.51155
shymkent,kazakhstan,1200000,42.3141,69.5908
siauliai,lithuania,110000,55.9339,23.3161
sidon,lebanon,160000,33.56189,35.37804
sikasso,mali,200000,11.3163,-5.6796
singapore,singapore,5000000,1.29023,103.85161
sinuiju,north korea,350000,40.0948,124.3979
sirte,libya,130000,31.2061,16.5836
skikda,algeria,200000,36.88024,6.90731
skopje,north macedonia,500000,41.9969,21.4323
sligo,ireland,20000,54.27207,-8.47527
slobozia,transnistria,20000,46.72792,29.70823
smara,western sahara,60000,26.74400,-11.66422
sofia,bulgaria,1000000,42.6978,23.3199
sohar,oman,200000,24.3437,56.7416
sokode,togo,200000,8.9836,1.1433
songkhla,thailand,60000,7.1978,100.5929
sonsonate,el salvador,60000,13.72067,-89.72766
sousse,tunisia,800000,35.82910,10.64043
split,croatia,170000,43.51177,16.44018
srinagar,kashmir,1300000,34.0746,74.8183
stanley,falkland islands,3000,-51.69306,-57.85649
stavanger,norway,230000,58.96988,5.73195
stirling,scotland,100000,56.11805,-3.93654
stockholm,sweden,2500000,59.32502,18.07071
strasbourg,france,800000,48.58450,7.75068
stuttgart,germany,5000000,48.7780,9.1805
subotica,serbia,120000,46.0992,19.6648
sucre,bolivia,200000,-19.0483,-65.2588
suez,egypt,500000,29.9725,32.5367
sukhothai,thailand,50000,17.01042,99.82023
suqian,china,1000000,33.960,118.273
surabaya,indonesia,9000000,-7.24643,112.73775
surat,india,8000000,21.2097,72.8325
sukhumi,abkhazia,60000,43.00330,41.01943
suva,fiji,200000,-18.1418,178.4427
suzhou,china,7000000,31.313,120.622
swakopmund,namibia,75000,-22.6771,14.5322
swansea,wales,300000,51.6195,-3.9455
sydney,australia,4000000,-33.86982,151.20822
szczecin,poland,700000,53.4298,14.5514
szeged,hungary,160000,46.2545,20.1489
tabora,tanzania,200000,-5.0229,32.8114
tabriz,iran,1700000,38.0734,46.2981
tacna,peru,300000,-18.0143,-70.2500
tahoua,niger,120000,14.88992,5.26194
taian,china,1500000,36.1998,117.0806
taichung,taiwan,4000000,24.1640,120.6477
tainan,taiwan,2000000,22.9922,120.1842
taipei,taiwan,7000000,25.03767,121.56363
taiyuan,china,4500000,37.8721,112.5453
taiz,yemen,1000000,13.5744,44.0215
talca,chile,200000,-35.4261,-71.6655
tallinn,estonia,400000,59.43719,24.74542
taloqan,afghanistan,200000,36.7358,69.5351
tamale,ghana,500000,9.4052,-0.8429
tampere,finland,400000,61.49809,23.75999
tangier,morocco,900000,35.77012,-5.80284
tanta,egypt,600000,30.78391,30.99870
tarawa,kiribati,60000,1.34894,173.03883
tarija,bolivia,300000,-21.53445,-64.73419
tarragona,spain,400000,41.11732,1.25450
tartu,estonia,100000,58.37998,26.72338
tashkent,uzbekistan,3000000,41.3126,69.2791
taunggyi,myanmar,300000,20.79102,97.03674
tbilisi,georgia,1000000,41.69358,44.80156
tebessa,algeria,200000,35.4046,8.1203
tegucigalpa,honduras,1000000,14.10580,-87.20407
tehran,iran,14000000,35.68921,51.38954
tekirdag,turkey,1200000,40.9777,27.5111
temuco,chile,300000,-38.7357,-72.5911
tetovo,north macedonia,60000,42.00674,20.97264
thakhek,laos,25000,17.39481,104.80618
thessaloniki,greece,1000000,40.64034,22.93533
thies,senegal,400000,14.7905,-16.9231
thimphu,bhutan,100000,27.47146,89.63376
tianjin,china,13000000,39.1146,117.1912
tiaret,algeria,200000,35.3665,1.3177
tifariti,western sahara,3000,26.15961,-10.55893
tijuana,mexico,2000000,32.5315,-117.0202
timisoara,romania,400000,45.7542,21.2263
tindouf,algeria,150000,27.67266,-8.13932
tirana,albania,600000,41.32855,19.81848
tlemcen,algeria,150000,34.88192,-1.31699
toamasina,madagascar,300000,-18.15539,49.41015
tobruk,libya,170000,32.07727,23.96015
tokyo,japan,37000000,35.68236,139.76214
toledo,spain,120000,39.85596,-4.02400
toluca,mexico,2000000,19.2926,-99.6569
toronto,canada,6000000,43.65365,-79.38395
torreon,mexico,1400000,25.5421,-103.4081
torshavn,faroe islands,20000,62.01196,-6.76801
touba,senegal,1100000,14.86458,-15.87576
toulouse,france,1300000,43.60420,1.44419
townsville,australia,100000,-19.25682,146.82361
tralee,ireland,25000,52.26913,-9.70591
trang,thailand,60000,7.55595,99.60789
trelew,argentina,100000,-43.2533,-65.3094
trincomalee,sri lanka,100000,8.57640,81.23437
tripoli,libya,2000000,32.89649,13.17750
trondheim,norway,200000,63.43044,10.39495
trujillo,peru,1000000,-8.11200,-79.02861
tshikapa,dr congo,1000000,-6.42355,20.78888
tskhinvali,south ossetia,30000,42.22528,43.97072
tucuman,argentina,500000,-26.82997,-65.20369
tuguegarao,philippines,160000,17.6118,121.7289
tulum,mexico,50000,20.21110,-87.46284
tunis,tunisia,3000000,36.80018,10.18570
turin,italy,1700000,45.0678,7.6822
turku,finland,300000,60.45159,22.26774
tutong,brunei,10000,4.8069,114.6588
tuzla,bosnia and herzegovina,140000,44.53907,18.67513
tyre,lebanon,130000,33.27203,35.19650
tyumen,russia,900000,57.1536,65.5410
ulaanbaatar,mongolia,2000000,47.91873,106.91757
ulsan,south korea,1100000,35.53942,129.31183
ulyanovsk,russia,600000,54.3147,48.4010
umea,sweden,130000,63.8259,20.2619
uppsala,sweden,200000,59.8588,17.6372
urmia,iran,1000000,37.54832,45.06660
urumqi,china,4000000,43.8242,87.6146
ushuaia,argentina,80000,-54.8067,-68.3075
usulutan,el salvador,50000,13.34382,-88.43805
utrecht,netherlands,500000,52.0906,5.1207
vadodara,india,1500000,22.2977,73.1957
vaduz,liechtenstein,5000,47.13935,9.52257
valdivia,chile,150000,-39.81440,-73.24585
valencia,spain,2000000,39.4688,-0.3749
valletta,malta,500000,35.89909,14.51367
valparaiso,chile,900000,-33.04587,-71.62004
vanadzor,armenia,80000,40.81128,44.48553
vancouver,canada,2000000,49.2612,-123.1138
varanasi,india,1500000,25.33573,83.00806
varna,bulgaria,300000,43.2073,27.9173
vasteras,sweden,130000,59.61095,16.54610
vavuniya,sri lanka,100000,8.7590,80.4999
venice,italy,500000,45.43714,12.33584
veracruz,mexico,1000000,19.1995,-96.1390
victoria,seychelles,25000,-4.62309,55.45220
viedma,argentina,60000,-40.8090,-62.9956
vienna,austria,1000000,48.2085,16.3731
vigo,spain,600000,42.23757,-8.72478
vijayawada,india,1000000,16.5090,80.6184
villahermosa,mexico,500000,17.98828,-92.93678
vilnius,lithuania,600000,54.6875,25.2823
vilyuchinsk,russia,20000,52.93162,158.40551
vinh,vietnam,500000,18.66975,105.68419
vinnytsia,ukraine,600000,49.2321,28.4687
vitebsk,belarus,300000,55.1931,30.2066
vladivostok,russia,600000,43.11508,131.88538
vlore,albania,130000,40.47039,19.49129
volgograd,russia,1000000,48.7075,44.5139
volos,greece,90000,39.36267,22.94005
voronezh,russia,1000000,51.6613,39.2013
wanyjok,south sudan,300000,9.01289,27.57182
warsaw,poland,2500000,52.2322,21.0065
waterford,ireland,60000,52.26107,-7.11227
weifang,china,2000000,36.705,119.155
wellington,new zealand,200000,-41.28858,174.77617
weno,micronesia,13000,7.446100,151.841585
wenzhou,china,2500000,27.9959,120.6951
wexford,ireland,20000,52.33676,-6.46082
wheeland,turks and caicos islands,3000,21.82011,-72.28695
willemstad,curacao,130000,12.11017,-68.93711
windhoek,namibia,500000,-22.5777,17.0762
winnipeg,canada,800000,49.8949,-97.1404
wonsan,north korea,400000,39.17259,127.42836
wrexham,wales,50000,53.0468,-2.9931
wroclaw,poland,900000,51.1090,17.0333
wuhan,china,8000000,30.5963,114.2990
wuhu,china,1500000,31.3545,118.4258
wuxi,china,4000000,31.5768,120.2921
xalapa,mexico,500000,19.54094,-96.91435
xiamen,china,5000000,24.4800,118.0859
xian,china,12000000,34.261,108.938
xining,china,1500000,36.6173,101.7756
xinxiang,china,1300000,35.3011,113.9186
xinyang,china,1000000,32.144,114.079
xuzhou,china,3000000,34.2654,117.1809
yallahs,jamaica,10000,17.87365,-76.56196
yamoussoukro,ivoy coast,350000,6.82004,-5.27739
yancheng,china,1400000,33.352,120.149
yangon,myanmar,5000000,16.7976,96.1599
yantai,china,2000000,37.4601,121.4429
yaren,nauru,1000,-0.54696,166.91642
yerevan,armenia,1000000,40.1782,44.5128
yaounde,cameroon,1000000,3.86909,11.52131
yibin,china,1100000,28.754,104.642
yichang,china,1300000,30.696,111.278
yinchuan,china,1100000,38.485,106.235
yogyakarta,indonesia,1500000,-7.8015,110.3659
yueyang,china,1100000,29.3605,113.1231
zacatecas,mexico,150000,22.77515,-102.57231
zadar,croatia,70000,44.11674,15.23495
zagreb,croatia,800000,45.8118,15.9803
zahle,lebanon,100000,33.8466,35.9023
zanzibar,tanzania,200000,-6.16641,39.20746
zaozhuang,china,1400000,34.8099,117.3148
zaporizhzhia,ukraine,800000,47.8508,35.1185
zaragoza,spain,700000,41.6516,-0.8803
zarqa,jordan,700000,32.06679,36.08906
zenica,bosnia and herzegovina,160000,44.19987,17.90892
zhanjiang,china,1500000,21.273,110.358
zhaoqing,china,1000000,23.0516,112.4595
zhengzhou,china,10000000,34.7546,113.6591
zhongshan,china,4000000,22.5186,113.3865
zibo,china,3000000,36.8208,117.9808
ziguinchor,senegal,200000,12.56386,-16.27316
zilina,slovakia,160000,49.2233,18.7392
zinder,niger,200000,13.8062,8.9896
zrenjanin,serbia,100000,45.3802,20.3906
zunyi,china,1500000,27.6930,106.9162
zurich,switzerland,1800000,47.37465,8.54101
